MATERIAL_NAME,BATCH_NUMBER,PLANT_NAME,TOTAL_UNRESRICTED_STOCK_TON,TOTAL_STOCK_PER_MATERIAL_TON,PERCENTAGE_SHARE,MONTHS_IN_WAREHOUSE,SHELF_LIFE_IN_MONTH,EXPIRED,FIRST_MONTH_APPEAR,EXPIRE_MONTH,LAST_MONTH_SEEN,INVENTORY_STATUS,MONTH_NOTICE
MAT-0065,7633A,SINGAPORE-WAREHOUSE,463.9,13494.875,3.44,12,4,True,2024-01,2024-05-01,2024-12,ยังอยู่,2024-02
MAT-0065,7794A,CHINA-WAREHOUSE,126.55,13494.875,0.94,13,4,True,2023-12,2024-04-01,2024-12,ยังอยู่,2024-01
MAT-0065,8554A,CHINA-WAREHOUSE,214.5,13494.875,1.59,6,4,True,2024-07,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0065,8690A,CHINA-WAREHOUSE,317.625,13494.875,2.35,7,4,True,2024-06,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0065,8975A,CHINA-WAREHOUSE,140.25,13494.875,1.04,13,4,True,2023-12,2024-04-01,2024-12,ยังอยู่,2024-01
MAT-0065,8981A,CHINA-WAREHOUSE,202.125,13494.875,1.5,7,4,True,2024-06,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0067,5707B8798A,CHINA-WAREHOUSE,247.5,495.0,50.0,10,8,True,2024-03,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0067,5707B8798A,SINGAPORE-WAREHOUSE,247.5,495.0,50.0,10,8,True,2024-03,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0068,M1159A,SINGAPORE-WAREHOUSE,148.5,4695.925,3.16,6,6,False,2024-07,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0068,M3043B,SINGAPORE-WAREHOUSE,357.375,4695.925,7.61,9,6,True,2024-04,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0068,M3047A,SINGAPORE-WAREHOUSE,303.875,4695.925,6.47,9,6,True,2024-04,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0068,M4348C,SINGAPORE-WAREHOUSE,123.75,4695.925,2.64,5,6,False,2024-08,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0068,M5726B,SINGAPORE-WAREHOUSE,123.75,4695.925,2.64,5,6,False,2024-08,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0068,M5811B,SINGAPORE-WAREHOUSE,123.75,4695.925,2.64,5,6,False,2024-08,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0068,M5849A,SINGAPORE-WAREHOUSE,288.75,4695.925,6.15,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0068,M5969B,CHINA-WAREHOUSE,180.0,4695.925,3.83,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0068,M5969B,SINGAPORE-WAREHOUSE,221.375,4695.925,4.71,7,6,True,2024-06,2024-12-01,2024-12,ยังอยู่,2024-09
MAT-0068,M6219B,SINGAPORE-WAREHOUSE,123.75,4695.925,2.64,5,6,False,2024-08,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0068,M7498A,SINGAPORE-WAREHOUSE,200.75,4695.925,4.27,10,6,True,2024-03,2024-09-01,2024-12,ยังอยู่,2024-06
MAT-0068,M7855A,SINGAPORE-WAREHOUSE,198.0,4695.925,4.22,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0068,M8027B,SINGAPORE-WAREHOUSE,519.75,4695.925,11.07,7,6,True,2024-06,2024-12-01,2024-12,ยังอยู่,2024-09
MAT-0068,M9129B,SINGAPORE-WAREHOUSE,298.375,4695.925,6.35,7,6,True,2024-06,2024-12-01,2024-12,ยังอยู่,2024-09
MAT-0068,M9717B,SINGAPORE-WAREHOUSE,74.25,4695.925,1.58,9,6,True,2024-04,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0069,1315,CHINA-WAREHOUSE,12.375,72.45,17.08,1,4,False,2024-12,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0069,3178,CHINA-WAREHOUSE,25.55,72.45,35.27,2,4,False,2024-07,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0069,4854,CHINA-WAREHOUSE,1.325,72.45,1.83,1,4,False,2024-12,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0070,1027,CHINA-WAREHOUSE,132.25,132.25,100.0,6,7,False,2024-07,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0071,M7090A,SINGAPORE-WAREHOUSE,2897.6,4188.15,69.19,6,5,True,2024-07,2024-12-01,2024-12,ยังอยู่,2024-09
MAT-0071,M7553A,CHINA-WAREHOUSE,74.25,4188.15,1.77,3,5,False,2024-10,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0071,M7553A,SINGAPORE-WAREHOUSE,222.75,4188.15,5.32,3,5,False,2024-10,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0071,M9161A,SINGAPORE-WAREHOUSE,548.25,4188.15,13.09,6,5,True,2024-07,2024-12-01,2024-12,ยังอยู่,2024-09
MAT-0071,M9276A,CHINA-WAREHOUSE,74.125,4188.15,1.77,3,5,False,2024-10,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0071,M9541A,CHINA-WAREHOUSE,222.675,4188.15,5.32,3,5,False,2024-10,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0071,M9541A,SINGAPORE-WAREHOUSE,148.5,4188.15,3.55,3,5,False,2024-10,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0072,2246A7326,SINGAPORE-WAREHOUSE,306.25,4040.35,7.58,13,6,True,2023-12,2024-06-01,2024-12,ยังอยู่,2024-03
MAT-0072,2333A4972,SINGAPORE-WAREHOUSE,271.95,4040.35,6.73,6,6,False,2024-07,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0072,2801D7865,SINGAPORE-WAREHOUSE,46.55,4040.35,1.15,13,6,True,2023-12,2024-06-01,2024-12,ยังอยู่,2024-03
MAT-0072,3156D2747,SINGAPORE-WAREHOUSE,70.175,4040.35,1.74,13,6,True,2023-12,2024-06-01,2024-12,ยังอยู่,2024-03
MAT-0072,4270A4870,SINGAPORE-WAREHOUSE,99.0,4040.35,2.45,12,6,True,2024-01,2024-07-01,2024-12,ยังอยู่,2024-04
MAT-0072,4621D6295,SINGAPORE-WAREHOUSE,82.5,4040.35,2.04,6,6,False,2024-07,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0072,5056A9453,SINGAPORE-WAREHOUSE,301.125,4040.35,7.45,6,6,False,2024-07,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0072,5690A1497,SINGAPORE-WAREHOUSE,121.0,4040.35,2.99,12,6,True,2024-01,2024-07-01,2024-12,ยังอยู่,2024-04
MAT-0072,5902A5331,SINGAPORE-WAREHOUSE,331.375,4040.35,8.2,6,6,False,2024-07,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0072,6148A7109,SINGAPORE-WAREHOUSE,589.875,4040.35,14.6,12,6,True,2024-01,2024-07-01,2024-12,ยังอยู่,2024-04
MAT-0072,7417A2508,SINGAPORE-WAREHOUSE,321.75,4040.35,7.96,6,6,False,2024-07,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0072,7962A8804,SINGAPORE-WAREHOUSE,297.0,4040.35,7.35,6,6,False,2024-07,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0072,8586A1965,SINGAPORE-WAREHOUSE,123.75,4040.35,3.06,6,6,False,2024-07,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0072,8729D4335,SINGAPORE-WAREHOUSE,31.625,4040.35,0.78,13,6,True,2023-12,2024-06-01,2024-12,ยังอยู่,2024-03
MAT-0072,9312D7249,SINGAPORE-WAREHOUSE,61.875,4040.35,1.53,13,6,True,2023-12,2024-06-01,2024-12,ยังอยู่,2024-03
MAT-0073,1479V,SINGAPORE-WAREHOUSE,562.275,1200.675,46.83,7,8,False,2024-06,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0073,2926V,SINGAPORE-WAREHOUSE,118.125,1200.675,9.84,3,8,False,2024-10,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0073,4419V,SINGAPORE-WAREHOUSE,10.5,1200.675,0.87,4,8,False,2024-09,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0073,5907V,SINGAPORE-WAREHOUSE,69.825,1200.675,5.82,7,8,False,2024-06,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0073,8186V,SINGAPORE-WAREHOUSE,85.575,1200.675,7.13,7,8,False,2024-06,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0073,9161V,SINGAPORE-WAREHOUSE,249.375,1200.675,20.77,4,8,False,2024-09,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0074,1926D2780,SINGAPORE-WAREHOUSE,781.0,3506.325,22.27,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0074,2943,SINGAPORE-WAREHOUSE,99.0,3506.325,2.82,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0074,3701,SINGAPORE-WAREHOUSE,263.95,3506.325,7.53,13,6,True,2023-12,2024-06-01,2024-12,ยังอยู่,2024-03
MAT-0074,4414D2986,SINGAPORE-WAREHOUSE,583.0,3506.325,16.63,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0074,5288D1384,SINGAPORE-WAREHOUSE,780.65,3506.325,22.26,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0074,7953,SINGAPORE-WAREHOUSE,725.8,3506.325,20.7,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0074,9567,SINGAPORE-WAREHOUSE,266.75,3506.325,7.61,12,6,True,2024-01,2024-07-01,2024-12,ยังอยู่,2024-04
MAT-0075,P5964A,SINGAPORE-WAREHOUSE,1756.225,1756.225,100.0,13,12,True,2023-12,2024-12-01,2024-12,ยังอยู่,2024-09
MAT-0077,3543A,SINGAPORE-WAREHOUSE,137.8,530.4,25.98,6,3,True,2024-07,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0077,6706A,SINGAPORE-WAREHOUSE,252.85,530.4,47.67,6,3,True,2024-07,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0078,3663A,SINGAPORE-WAREHOUSE,196.3,1264.402,15.53,13,3,True,2023-12,2024-03-01,2024-12,ยังอยู่,2023-12
MAT-0078,5894A,SINGAPORE-WAREHOUSE,410.475,1264.402,32.46,13,3,True,2023-12,2024-03-01,2024-12,ยังอยู่,2023-12
MAT-0078,9807A,SINGAPORE-WAREHOUSE,657.475,1264.402,52.0,13,3,True,2023-12,2024-03-01,2024-12,ยังอยู่,2023-12
MAT-0082,5962A,CHINA-WAREHOUSE,103.75,8093.925,1.28,3,3,False,2024-10,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0084,S1390A,CHINA-WAREHOUSE,247.45,10764.175,2.3,1,3,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0085,1132A,SINGAPORE-WAREHOUSE,11.0,6519.85,0.17,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,1858A,CHINA-WAREHOUSE,543.2,6519.85,8.33,7,8,False,2024-06,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0085,2561A,SINGAPORE-WAREHOUSE,83.875,6519.85,1.29,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,2724A,CHINA-WAREHOUSE,411.6,6519.85,6.31,6,8,False,2024-07,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0085,2764A,CHINA-WAREHOUSE,478.5,6519.85,7.34,6,8,False,2024-07,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0085,3281A,SINGAPORE-WAREHOUSE,78.375,6519.85,1.2,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,3446A,SINGAPORE-WAREHOUSE,2.25,6519.85,0.03,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,3515A,SINGAPORE-WAREHOUSE,8.25,6519.85,0.13,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,3654A,CHINA-WAREHOUSE,35.75,6519.85,0.55,2,8,False,2024-11,2025-07-01,2024-12,ยังอยู่,2025-04
MAT-0085,3654A,SINGAPORE-WAREHOUSE,46.75,6519.85,0.72,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,4412A,SINGAPORE-WAREHOUSE,24.75,6519.85,0.38,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,4566A,CHINA-WAREHOUSE,470.4,6519.85,7.21,8,8,False,2024-05,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0085,4717A,CHINA-WAREHOUSE,202.125,6519.85,3.1,3,8,False,2024-10,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0085,4812A,SINGAPORE-WAREHOUSE,11.0,6519.85,0.17,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,4814A,SINGAPORE-WAREHOUSE,81.125,6519.85,1.24,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,5048A,SINGAPORE-WAREHOUSE,86.625,6519.85,1.33,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,5202A,SINGAPORE-WAREHOUSE,66.0,6519.85,1.01,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,5979A,CHINA-WAREHOUSE,76.9,6519.85,1.18,2,8,False,2024-11,2025-07-01,2024-12,ยังอยู่,2025-04
MAT-0085,6048A,SINGAPORE-WAREHOUSE,77.0,6519.85,1.18,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,6327A,CHINA-WAREHOUSE,445.5,6519.85,6.83,6,8,False,2024-07,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0085,6762T,CHINA-WAREHOUSE,178.75,6519.85,2.74,3,8,False,2024-10,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0085,6896A,SINGAPORE-WAREHOUSE,42.625,6519.85,0.65,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,7195A,CHINA-WAREHOUSE,148.5,6519.85,2.28,6,8,False,2024-07,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0085,7235A,CHINA-WAREHOUSE,120.95,6519.85,1.86,2,8,False,2024-11,2025-07-01,2024-12,ยังอยู่,2025-04
MAT-0085,7235A,SINGAPORE-WAREHOUSE,26.125,6519.85,0.4,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,7878A,SINGAPORE-WAREHOUSE,11.0,6519.85,0.17,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,8146A,SINGAPORE-WAREHOUSE,49.5,6519.85,0.76,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,8304A,SINGAPORE-WAREHOUSE,13.75,6519.85,0.21,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,8436A,CHINA-WAREHOUSE,226.875,6519.85,3.48,3,8,False,2024-10,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0085,8823A,SINGAPORE-WAREHOUSE,60.5,6519.85,0.93,1,8,False,2024-12,2025-08-01,2024-12,ยังอยู่,2025-05
MAT-0085,9114A,CHINA-WAREHOUSE,55.0,6519.85,0.84,6,8,False,2024-07,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0086,E2769A,CHINA-WAREHOUSE,178.875,937.875,19.07,10,6,True,2024-03,2024-09-01,2024-12,ยังอยู่,2024-06
MAT-0086,E8984A,CHINA-WAREHOUSE,759.0,937.875,80.93,8,6,True,2024-05,2024-11-01,2024-12,ยังอยู่,2024-08
MAT-0087,S3612A,CHINA-WAREHOUSE,294.225,805.175,36.54,1,3,False,2024-12,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0087,S4534A,CHINA-WAREHOUSE,126.5,805.175,15.71,7,3,True,2024-06,2024-09-01,2024-12,ยังอยู่,2024-06
MAT-0087,S8871A,CHINA-WAREHOUSE,57.7,805.175,7.17,3,3,False,2024-10,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0087,S8879A,CHINA-WAREHOUSE,326.75,805.175,40.58,2,3,False,2024-11,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0088,6534,SINGAPORE-WAREHOUSE,9.525,123.825,7.69,1,11,False,2024-12,2025-11-01,2024-12,ยังอยู่,2025-08
MAT-0089,M3183C,SINGAPORE-WAREHOUSE,132.0,908.05,14.54,3,4,False,2024-10,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0089,M6063B,SINGAPORE-WAREHOUSE,144.375,908.05,15.9,3,4,False,2024-10,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0089,M9459A,SINGAPORE-WAREHOUSE,169.125,908.05,18.63,3,4,False,2024-10,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0089,M9710B,SINGAPORE-WAREHOUSE,462.55,908.05,50.94,10,4,True,2024-03,2024-07-01,2024-12,ยังอยู่,2024-04
MAT-0090,M8132A,SINGAPORE-WAREHOUSE,643.5,990.0,65.0,1,5,False,2024-12,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0090,M9274A,SINGAPORE-WAREHOUSE,346.5,990.0,35.0,1,5,False,2024-12,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0091,L3757A,CHINA-WAREHOUSE,349.7,349.7,100.0,6,9,False,2024-07,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0092,M5108A,CHINA-WAREHOUSE,152.625,4460.95,3.42,2,4,False,2024-11,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0092,N3963A,CHINA-WAREHOUSE,571.3,4460.95,12.81,7,4,True,2024-06,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0092,N4113A,CHINA-WAREHOUSE,1351.85,4460.95,30.3,7,4,True,2024-06,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0092,N5117A,CHINA-WAREHOUSE,287.3,4460.95,6.44,7,4,True,2024-06,2024-10-01,2024-12,ยังอยู่,2024-07
MAT-0095,SCRAP,CHINA-WAREHOUSE,47.488,88.188,53.85,13,9,True,2023-12,2024-09-01,2024-12,ยังอยู่,2024-06
MAT-0097,E4406A,CHINA-WAREHOUSE,113.15,3208.825,3.53,2,7,False,2024-11,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0097,E8903A,CHINA-WAREHOUSE,717.7,3208.825,22.37,1,7,False,2024-12,2025-07-01,2024-12,ยังอยู่,2025-04
MAT-0098,2568A,SINGAPORE-WAREHOUSE,386.275,3625.375,10.65,4,5,False,2024-09,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0098,4145A,CHINA-WAREHOUSE,1056.725,3625.375,29.15,5,5,False,2024-07,2024-12-01,2024-12,ยังอยู่,2024-09
MAT-0098,6238A,SINGAPORE-WAREHOUSE,101.475,3625.375,2.8,5,5,False,2024-08,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0098,7042A,SINGAPORE-WAREHOUSE,248.8,3625.375,6.86,5,5,False,2024-08,2025-01-01,2024-12,ยังอยู่,2024-10
MAT-0098,9441A,CHINA-WAREHOUSE,288.75,3625.375,7.96,5,5,False,2024-07,2024-12-01,2024-12,ยังอยู่,2024-09
MAT-0098,9441A,SINGAPORE-WAREHOUSE,63.15,3625.375,1.74,4,5,False,2024-09,2025-02-01,2024-12,ยังอยู่,2024-11
MAT-0098,9716A,SINGAPORE-WAREHOUSE,8.25,3625.375,0.23,3,5,False,2024-10,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0099,M1167C,SINGAPORE-WAREHOUSE,173.25,26697.825,0.65,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M1194A,SINGAPORE-WAREHOUSE,34.275,26697.825,0.13,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M1201A,SINGAPORE-WAREHOUSE,68.75,26697.825,0.26,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M1319C,CHINA-WAREHOUSE,149.875,26697.825,0.56,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M1450A,SINGAPORE-WAREHOUSE,16.5,26697.825,0.06,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M1696A,SINGAPORE-WAREHOUSE,112.75,26697.825,0.42,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M1833B,CHINA-WAREHOUSE,276.375,26697.825,1.04,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M2558A,SINGAPORE-WAREHOUSE,38.5,26697.825,0.14,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M3048A,SINGAPORE-WAREHOUSE,37.125,26697.825,0.14,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M3149B,CHINA-WAREHOUSE,33.0,26697.825,0.12,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M3149B,SINGAPORE-WAREHOUSE,28.825,26697.825,0.11,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M3448B,SINGAPORE-WAREHOUSE,37.125,26697.825,0.14,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M3484B,SINGAPORE-WAREHOUSE,126.5,26697.825,0.47,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M3592A,SINGAPORE-WAREHOUSE,123.65,26697.825,0.46,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M3748C,SINGAPORE-WAREHOUSE,83.875,26697.825,0.31,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M3864A,SINGAPORE-WAREHOUSE,8.25,26697.825,0.03,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M4313A,SINGAPORE-WAREHOUSE,66.0,26697.825,0.25,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M4358A,SINGAPORE-WAREHOUSE,68.75,26697.825,0.26,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M4424C,CHINA-WAREHOUSE,280.35,26697.825,1.05,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M4476B,CHINA-WAREHOUSE,12.375,26697.825,0.05,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M4476B,SINGAPORE-WAREHOUSE,13.75,26697.825,0.05,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M4629A,SINGAPORE-WAREHOUSE,33.0,26697.825,0.12,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M4730C,CHINA-WAREHOUSE,280.5,26697.825,1.05,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M4750A,CHINA-WAREHOUSE,595.525,26697.825,2.23,12,6,True,2024-01,2024-07-01,2024-12,ยังอยู่,2024-04
MAT-0099,M5157B,SINGAPORE-WAREHOUSE,119.525,26697.825,0.45,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M5303A,CHINA-WAREHOUSE,4.125,26697.825,0.02,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M5454C,SINGAPORE-WAREHOUSE,259.875,26697.825,0.97,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M5926A,SINGAPORE-WAREHOUSE,64.625,26697.825,0.24,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M6014B,SINGAPORE-WAREHOUSE,181.5,26697.825,0.68,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M6418B,SINGAPORE-WAREHOUSE,49.5,26697.825,0.19,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M6428A,SINGAPORE-WAREHOUSE,160.875,26697.825,0.6,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M6543C,SINGAPORE-WAREHOUSE,74.25,26697.825,0.28,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M6562B,SINGAPORE-WAREHOUSE,30.25,26697.825,0.11,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M6571A,SINGAPORE-WAREHOUSE,270.875,26697.825,1.01,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M6633C,SINGAPORE-WAREHOUSE,57.675,26697.825,0.22,4,6,False,2024-09,2025-03-01,2024-12,ยังอยู่,2024-12
MAT-0099,M6792C,SINGAPORE-WAREHOUSE,118.25,26697.825,0.44,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M6841A,SINGAPORE-WAREHOUSE,90.75,26697.825,0.34,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M6908A,SINGAPORE-WAREHOUSE,85.25,26697.825,0.32,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M6949C,SINGAPORE-WAREHOUSE,9.625,26697.825,0.04,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M6950B,SINGAPORE-WAREHOUSE,24.75,26697.825,0.09,1,6,False,2024-12,2025-06-01,2024-12,ยังอยู่,2025-03
MAT-0099,M6955A,SINGAPORE-WAREHOUSE,148.5,26697.825,0.56,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M7110B,SINGAPORE-WAREHOUSE,199.275,26697.825,0.75,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M7168C,CHINA-WAREHOUSE,8.25,26697.825,0.03,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M7380C,CHINA-WAREHOUSE,152.475,26697.825,0.57,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M7473C,SINGAPORE-WAREHOUSE,49.5,26697.825,0.19,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M7532B,SINGAPORE-WAREHOUSE,222.75,26697.825,0.83,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M7925B,SINGAPORE-WAREHOUSE,181.5,26697.825,0.68,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M8271B,CHINA-WAREHOUSE,74.25,26697.825,0.28,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
MAT-0099,M8394B,SINGAPORE-WAREHOUSE,49.5,26697.825,0.19,2,6,False,2024-11,2025-05-01,2024-12,ยังอยู่,2025-02
MAT-0099,M8489C,SINGAPORE-WAREHOUSE,156.75,26697.825,0.59,3,6,False,2024-10,2025-04-01,2024-12,ยังอยู่,2025-01
