DATE,PLANT_NAME,MODE_OF_TRANSPORT,MATERIAL_NAME,CUSTOMER_NUMBER,NET_QUANTITY_KT_OUTBOUND
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0234,CST-00115,0.0040999999999999995
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00033,0.00138
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00037,0.0255
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00075,0.0255
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00313,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00547,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00635,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00635,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00635,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00635,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00259,0.02475
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00470,0.018
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00072,0.0006
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00072,0.0003
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0259,CST-00678,0.0005
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0259,CST-00678,0.0005
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0259,CST-00678,0.00625
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00564,0.015
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00025,0.0001
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00247,0.00275
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00122,0.0045
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00555,0.01788
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00555,0.00688
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00122,0.0015
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00122,0.0135
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00122,0.003
2024-06-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00122,0.003
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00106,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00348,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00142,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00228,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00144,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00532,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0384,CST-00344,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00047,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00667,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00267,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00260,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00672,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00284,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00363,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00014,0.0045
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00723,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00025,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,0.0165
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00036,0.009
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00135,0.0105
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0017,CST-00025,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00025,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0175,CST-00724,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0165,CST-00052,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00217,0.018
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00014,0.0135
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,0.0165
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,0.008199999999999999
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00049,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00267,0.00275
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00267,0.022
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00267,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00267,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00014,0.012
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00202,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00447,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00422,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00422,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00547,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00013,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00013,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00672,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0111,CST-00092,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00706,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0415,CST-00169,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00169,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00074,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00725,0.0015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00726,0.0105
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0197,CST-00726,0.015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00727,8e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0291,CST-00642,0.0005
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0397,CST-00705,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00322,0.0015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0158,CST-00025,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,0.00688
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,0.01788
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00059,0.023379999999999998
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0053,CST-00247,0.00825
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00282,0.015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0231,CST-00658,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0231,CST-00658,0.00413
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0231,CST-00658,0.0055
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00160,0.0103
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00160,0.0002
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00358,0.0001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00264,0.018
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,0.00268
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,0.01788
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0319,CST-00012,0.004200000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,0.01238
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0007,CST-00013,0.01238
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00025,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0188,CST-00727,8e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0397,CST-00025,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00447,0.018
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00447,0.006
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00447,0.024
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00447,0.0135
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0165,CST-00658,0.00275
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0165,CST-00658,0.00275
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,0.01788
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,0.00688
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,0.0055
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,0.01925
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00072,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00363,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00363,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00049,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00412,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00049,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00532,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00532,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00400,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00400,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00002,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00002,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00274,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0390,CST-00728,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0340,CST-00222,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0378,CST-00569,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00049,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00729,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0353,CST-00729,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00658,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00169,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00487,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00086,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0318,CST-00017,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0052,CST-00272,0.0006
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00208,0.01133
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0207,CST-00086,0.0055
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0356,CST-00172,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00025,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00208,0.011179999999999999
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00208,0.0225
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00080,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0180,CST-00025,0.0001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0150,CST-00025,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00025,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0324,CST-00031,0.015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00730,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00082,0.0075
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00601,0.021
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00034,0.012
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00135,0.0075
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0270,CST-00135,0.018
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00567,0.023
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,0.01238
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00086,0.009630000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00086,0.015130000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00635,0.01368
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00635,0.011
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00635,8e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00169,0.00268
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0382,CST-00169,0.02208
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00493,0.0165
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00493,0.00825
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,0.01238
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00049,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00080,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0237,CST-00080,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00080,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00080,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00025,0.0004
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00025,0.00015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00025,0.00055
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00025,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0266,CST-00025,0.0002
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0380,CST-00025,0.0055
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00025,0.00063
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00025,0.00915
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00025,0.00025
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00025,0.00015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0295,CST-00025,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0391,CST-00025,0.0007
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00008,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0097,CST-00363,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0321,CST-00363,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00034,0.01
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00178,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00510,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00037,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00037,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00356,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00180,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00169,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00532,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00042,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00202,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00294,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00304,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00304,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00304,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00532,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00464,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00050,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00050,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0153,CST-00049,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00383,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00133,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0264,CST-00121,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0092,CST-00086,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0265,CST-00017,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00731,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00050,0.00825
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00558,8e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00659,0.0225
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0206,CST-00304,0.0015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0047,CST-00659,0.0225
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0116,CST-00727,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00096,0.00275
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0196,CST-00208,0.0225
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0199,CST-00732,0.02084
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0279,CST-00732,0.00858
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,0.011
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,0.01365
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0400,CST-00611,0.0001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0313,CST-00025,0.0002
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0322,CST-00733,0.011
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,0.015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0142,CST-00038,0.0015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,0.0105
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00734,0.0105
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0154,CST-00080,0.0032
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0267,CST-00735,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0397,CST-00080,0.0001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0015,CST-00520,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00194,0.018
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00061,0.012
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00128,0.0105
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00180,0.0105
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00128,0.015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00011,0.024730000000000002
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00011,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,0.015130000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,0.009630000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00133,0.0055
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00736,0.0247
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0151,CST-00133,0.01925
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0146,CST-00736,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0294,CST-00732,0.0012
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00659,0.0225
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00727,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00558,0.00113
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0082,CST-00659,0.0225
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00096,0.00275
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00558,0.02063
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0327,CST-00558,0.0029300000000000003
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0282,CST-00732,4e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0187,CST-00732,0.00015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0413,CST-00080,0.0011
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0246,CST-00080,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00080,0.00413
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00080,0.00038
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0056,CST-00080,0.00688
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0386,CST-00080,0.00138
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0001,CST-00510,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0143,CST-00038,0.006
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,0.009630000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,0.009630000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,0.015130000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00487,0.015130000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0013,CST-00061,0.012
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00180,0.015
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0145,CST-00038,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0328,CST-00038,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0314,CST-00427,0.0255
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00403,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0137,CST-00247,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0084,CST-00511,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0325,CST-00260,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0316,CST-00148,0.02475
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0195,CST-00076,0.01375
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0379,CST-00076,0.011
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0112,CST-00260,0.00825
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0144,CST-00025,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,0.0165
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0099,CST-00685,0.00825
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,0.015130000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,0.009630000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,0.009630000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0399,CST-00058,0.015130000000000001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0008,CST-00737,2.9999999999999997e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0389,CST-00262,0.003
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0217,CST-00738,5e-05
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0046,CST-00672,0.0001
2024-07-01,CHINA-WAREHOUSE,Truck,MAT-0229,CST-00014,0.022
